invoice_id,bank_name,transaction_id,transaction_date,amount,recipient_name,sender_name,email_id,sender_email,recipient_email,subject,email_body,filename,expected_ocr_result
66876,Bank 645,389C6D19265A4796,2/20/23,23.0,Tanya,Lisa Lee,3246DA22944A44FE885328AD2CF68D40,LisaLee@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 66876,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 66876 , Regards Lisa Lee ",imgs/transaction_12.jpeg,"Bank 645
Sent by: Lisa Lee
You paid $23 to Tanya
Transaction Reference Number: 389C6D19265A4796
Transaction Date: 2/20/23
Invoice ID: 66876
"
74803,Bank 632,49C78416AD064127,9/5/24,128.0,Tanya,Christopher Li,B605F70A73744BBEA3AF231E0B94C282,ChristopherLi@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 74803,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 74803 , Regards Christopher Li ",imgs/transaction_13.jpeg,"Bank 632
Sent by: Christopher Li
You paid $128 to Tanya
Transaction Reference Number: 49C78416AD064127
Transaction Date: 9/5/24
Invoice ID: 74803
"
22938,Bank 890,1509D17D00964FB5,10/22/23,162.0,Tanya,Michael Humphrey,241D380EA9FA4187BB010D09D935DA11,MichaelHumphrey@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 22938,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 22938 , Regards Michael Humphrey ",imgs/transaction_14.jpeg,"Bank 890
Sent by: Michael Humphrey
You paid $162 to Tanya
Transaction Reference Number: 1509D17D00964FB5
Transaction Date: 10/22/23
Invoice ID: 22938
"
88941,Bank 665,4CE88FA503F7453E,12/27/24,102.0,Tanya,Leslie Anderson,63031695805B446F908A35E6F2022206,LeslieAnderson@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 88941,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 88941 , Regards Leslie Anderson ",imgs/transaction_15.jpeg,"Bank 665
Sent by: Leslie Anderson
You paid $102 to Tanya
Transaction Reference Number: 4CE88FA503F7453E
Transaction Date: 12/27/24
Invoice ID: 88941
"
66211,Bank 298,F477BA81AF8D4B1A,4/3/23,152.0,Tanya,Alexander Hall,DD99F5683C0D4359A7DCF554D5169951,AlexanderHall@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 66211,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 66211 , Regards Alexander Hall ",imgs/transaction_16.jpeg,"Bank 298
Sent by: Alexander Hall
You paid $152 to Tanya
Transaction Reference Number: F477BA81AF8D4B1A
Transaction Date: 4/3/23
Invoice ID: 66211
"
42966,Bank 631,9D9EDBA179E44E46,6/28/24,83.0,Tanya,Diane Schwartz,B1BF81FFB7AF41F1891F358B8CB14CCC,DianeSchwartz@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 42966,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 42966 , Regards Diane Schwartz ",imgs/transaction_17.jpeg,"Bank 631
Sent by: Diane Schwartz
You paid $83 to Tanya
Transaction Reference Number: 9D9EDBA179E44E46
Transaction Date: 6/28/24
Invoice ID: 42966
"
31077,Bank 773,712985AC2E5D4BD8,11/8/23,142.0,Tanya,Shawn Hamilton,197DBC1BA47B47D2AB59396954DDD146,ShawnHamilton@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 31077,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 31077 , Regards Shawn Hamilton ",imgs/transaction_18.jpeg,"Bank 773
Sent by: Shawn Hamilton
You paid $142 to Tanya
Transaction Reference Number: 712985AC2E5D4BD8
Transaction Date: 11/8/23
Invoice ID: 31077
"
65867,Bank 921,1D6F2B49C7904B98,10/3/23,191.0,Tanya,Tiffany Rice,C8AD8C24D04F4878B92DC29A725F9652,TiffanyRice@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 65867,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 65867 , Regards Tiffany Rice ",imgs/transaction_19.jpeg,"Bank 921
Sent by: Tiffany Rice
You paid $191 to Tanya
Transaction Reference Number: 1D6F2B49C7904B98
Transaction Date: 10/3/23
Invoice ID: 65867
"
53329,Bank 520,4EF9EA077518442C,9/24/24,15.0,Tanya,Lisa Nelson,C4F3EEE93E504460A98F39A4F017F3DB,LisaNelson@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 53329,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 53329 , Regards Lisa Nelson ",imgs/transaction_20.jpeg,"Bank 520
Sent by: Lisa Nelson
You paid $15 to Tanya
Transaction Reference Number: 4EF9EA077518442C
Transaction Date: 9/24/24
Invoice ID: 53329
"
74768,Bank 390,BA99949583534BDB,1/24/23,168.0,Tanya,Michael Sexton,BA72309838CD48EBA1749A30F1717474,MichaelSexton@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 74768,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 74768 , Regards Michael Sexton ",imgs/transaction_21.jpeg,"Bank 390
Sent by: Michael Sexton
You paid $168 to Tanya
Transaction Reference Number: BA99949583534BDB
Transaction Date: 1/24/23
Invoice ID: 74768
"
33249,Bank 946,8533D370EBB3488F,2/26/23,181.0,Tanya,Mrs. Lisa Jones,F9F3096D9FDF4F179B6E7CDB5EE07232,Mrs.LisaJones@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 33249,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 33249 , Regards Mrs. Lisa Jones ",imgs/transaction_22.jpeg,"Bank 946
Sent by: Mrs. Lisa Jones
You paid $181 to Tanya
Transaction Reference Number: 8533D370EBB3488F
Transaction Date: 2/26/23
Invoice ID: 33249
"
84833,Bank 909,A6A570BFF2A742B0,8/3/24,72.0,Tanya,Bradley Larsen,66837CB5687E4590ADC0A7CD1D1BF048,BradleyLarsen@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 84833,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 84833 , Regards Bradley Larsen ",imgs/transaction_23.jpeg,"Bank 909
Sent by: Bradley Larsen
You paid $72 to Tanya
Transaction Reference Number: A6A570BFF2A742B0
Transaction Date: 8/3/24
Invoice ID: 84833
"
84287,Bank 995,59EB6004CCE141B1,7/20/24,15.0,Tanya,Michael Adams,6B65C3AE953D42BEA173437C6A968BD7,MichaelAdams@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 84287,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 84287 , Regards Michael Adams ",imgs/transaction_24.jpeg,"Bank 995
Sent by: Michael Adams
You paid $15 to Tanya
Transaction Reference Number: 59EB6004CCE141B1
Transaction Date: 7/20/24
Invoice ID: 84287
"
42289,Bank 489,A5D411E2AB9946C1,10/7/24,48.0,Tanya,Ryan Pruitt,CDE2A721A1D84EB7A67E4E94A1B5F764,RyanPruitt@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 42289,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 42289 , Regards Ryan Pruitt ",imgs/transaction_25.jpeg,"Bank 489
Sent by: Ryan Pruitt
You paid $48 to Tanya
Transaction Reference Number: A5D411E2AB9946C1
Transaction Date: 10/7/24
Invoice ID: 42289
"
69486,Bank 831,816231186883416E,3/16/24,151.0,Tanya,Curtis Ford,C6E6BD1932304047BC59DDFD6CF6D904,CurtisFord@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 69486,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 69486 , Regards Curtis Ford ",imgs/transaction_26.jpeg,"Bank 831
Sent by: Curtis Ford
You paid $151 to Tanya
Transaction Reference Number: 816231186883416E
Transaction Date: 3/16/24
Invoice ID: 69486
"
64300,Bank 737,D6FA4FFC715C4FE3,10/10/24,155.0,Tanya,Blake Chavez,07EDC37D07CB460FA1280A2EA9299346,BlakeChavez@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 64300,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 64300 , Regards Blake Chavez ",imgs/transaction_27.jpeg,"Bank 737
Sent by: Blake Chavez
You paid $155 to Tanya
Transaction Reference Number: D6FA4FFC715C4FE3
Transaction Date: 10/10/24
Invoice ID: 64300
"
94367,Bank 272,FBBC23CD6FF64A67,11/20/24,21.0,Tanya,Ashley Mosley,D8A395FBFC734B8486E1E7F0C84F6F12,AshleyMosley@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 94367,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 94367 , Regards Ashley Mosley ",imgs/transaction_28.jpeg,"Bank 272
Sent by: Ashley Mosley
You paid $21 to Tanya
Transaction Reference Number: FBBC23CD6FF64A67
Transaction Date: 11/20/24
Invoice ID: 94367
"
85034,Bank 617,84B78529A9A14B45,7/17/24,182.0,Tanya,Denise Brown,C0F45BCD11544B428A0F119FC1FC7424,DeniseBrown@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 85034,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 85034 , Regards Denise Brown ",imgs/transaction_29.jpeg,"Bank 617
Sent by: Denise Brown
You paid $182 to Tanya
Transaction Reference Number: 84B78529A9A14B45
Transaction Date: 7/17/24
Invoice ID: 85034
"
22769,Bank 554,ABB8830667BD45D8,6/24/24,195.0,Tanya,Amy Johnson,00E071B6347A4AA6B8A1F953C52070E2,AmyJohnson@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 22769,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 22769 , Regards Amy Johnson ",imgs/transaction_30.jpeg,"Bank 554
Sent by: Amy Johnson
You paid $195 to Tanya
Transaction Reference Number: ABB8830667BD45D8
Transaction Date: 6/24/24
Invoice ID: 22769
"
69820,Bank 191,E7D2AC67204D4D03,5/5/24,127.0,Tanya,Christine Sherman,D47A53357D034E188CE267C67DB747BA,ChristineSherman@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 69820,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 69820 , Regards Christine Sherman ",imgs/transaction_31.jpeg,"Bank 191
Sent by: Christine Sherman
You paid $127 to Tanya
Transaction Reference Number: E7D2AC67204D4D03
Transaction Date: 5/5/24
Invoice ID: 69820
"
24141,Bank 799,029F1745EF52456D,8/13/23,15.0,Tanya,Richard Ellis,53DA2B56EAC64E81923169FE53054522,RichardEllis@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 24141,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 24141 , Regards Richard Ellis ",imgs/transaction_32.jpeg,"Bank 799
Sent by: Richard Ellis
You paid $15 to Tanya
Transaction Reference Number: 029F1745EF52456D
Transaction Date: 8/13/23
Invoice ID: 24141
"
58034,Bank 642,4826D8E9020242E7,5/28/23,19.0,Tanya,Jeffery Garrett,99FB7571927F4ED6A1EEEB947CEDFAAE,JefferyGarrett@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 58034,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 58034 , Regards Jeffery Garrett ",imgs/transaction_33.jpeg,"Bank 642
Sent by: Jeffery Garrett
You paid $19 to Tanya
Transaction Reference Number: 4826D8E9020242E7
Transaction Date: 5/28/23
Invoice ID: 58034
"
32819,Bank 981,9E35135FD4234C49,6/30/23,140.0,Tanya,Samantha Brown,0161BF9A0D8044D687F7E37CD149FE17,SamanthaBrown@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 32819,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 32819 , Regards Samantha Brown ",imgs/transaction_34.jpeg,"Bank 981
Sent by: Samantha Brown
You paid $140 to Tanya
Transaction Reference Number: 9E35135FD4234C49
Transaction Date: 6/30/23
Invoice ID: 32819
"
76433,Bank 380,480DCD0E60DA4824,8/1/24,21.0,Tanya,Christina Bridges,262DB921B3BE4C7A9F947AAC6D236213,ChristinaBridges@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 76433,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 76433 , Regards Christina Bridges ",imgs/transaction_35.jpeg,"Bank 380
Sent by: Christina Bridges
You paid $21 to Tanya
Transaction Reference Number: 480DCD0E60DA4824
Transaction Date: 8/1/24
Invoice ID: 76433
"
75798,Bank 909,EB006060655147D4,12/4/23,159.0,Tanya,Amber Ferguson,B2C8EA3F7224455DA6F18D6BA2F93D4A,AmberFerguson@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 75798,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 75798 , Regards Amber Ferguson ",imgs/transaction_36.jpeg,"Bank 909
Sent by: Amber Ferguson
You paid $159 to Tanya
Transaction Reference Number: EB006060655147D4
Transaction Date: 12/4/23
Invoice ID: 75798
"
56999,Bank 863,50148BA1F5F9435D,2/10/23,37.0,Tanya,Andrew Fleming,2F17158FA09B42EAB2D698C8C887477A,AndrewFleming@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 56999,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 56999 , Regards Andrew Fleming ",imgs/transaction_37.jpeg,"Bank 863
Sent by: Andrew Fleming
You paid $37 to Tanya
Transaction Reference Number: 50148BA1F5F9435D
Transaction Date: 2/10/23
Invoice ID: 56999
"
13607,Bank 782,02ADC55544A34716,4/24/24,146.0,Tanya,George Young MD,F03101D0D63543168C703DEC9787EB9F,GeorgeYoungMD@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 13607,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 13607 , Regards George Young MD ",imgs/transaction_38.jpeg,"Bank 782
Sent by: George Young MD
You paid $146 to Tanya
Transaction Reference Number: 02ADC55544A34716
Transaction Date: 4/24/24
Invoice ID: 13607
"
83814,Bank 981,207C1745E30C465C,9/9/24,105.0,Tanya,Samantha Shelton,A5910F87BBA4441CA7170D8689BBED70,SamanthaShelton@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 83814,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 83814 , Regards Samantha Shelton ",imgs/transaction_39.jpeg,"Bank 981
Sent by: Samantha Shelton
You paid $105 to Tanya
Transaction Reference Number: 207C1745E30C465C
Transaction Date: 9/9/24
Invoice ID: 83814
"
66134,Bank 372,1491D46BAC334DF9,8/5/24,111.0,Tanya,Caleb Wilson,995C6AC0B0EE4D27A75396A8B9EF60B9,CalebWilson@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 66134,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 66134 , Regards Caleb Wilson ",imgs/transaction_40.jpeg,"Bank 372
Sent by: Caleb Wilson
You paid $111 to Tanya
Transaction Reference Number: 1491D46BAC334DF9
Transaction Date: 8/5/24
Invoice ID: 66134
"
71613,Bank 887,7245A08A864246F0,6/15/23,129.0,Tanya,Jennifer Robbins,C5936FA3F6214606AD641D04510E79A7,JenniferRobbins@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 71613,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 71613 , Regards Jennifer Robbins ",imgs/transaction_41.jpeg,"Bank 887
Sent by: Jennifer Robbins
You paid $129 to Tanya
Transaction Reference Number: 7245A08A864246F0
Transaction Date: 6/15/23
Invoice ID: 71613
"
33682,Bank 348,A506283397294DFC,11/20/23,150.0,Tanya,Jennifer Hill,8DDB026A7BE44E5CB405050F20B17851,JenniferHill@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 33682,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 33682 , Regards Jennifer Hill ",imgs/transaction_42.jpeg,"Bank 348
Sent by: Jennifer Hill
You paid $150 to Tanya
Transaction Reference Number: A506283397294DFC
Transaction Date: 11/20/23
Invoice ID: 33682
"
98645,Bank 175,16A8283E53CD439B,2/3/23,76.0,Tanya,Brittney Gutierrez,6B6DCD4C21E64BFDB63E7F5045B0474E,BrittneyGutierrez@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 98645,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 98645 , Regards Brittney Gutierrez ",imgs/transaction_43.jpeg,"Bank 175
Sent by: Brittney Gutierrez
You paid $76 to Tanya
Transaction Reference Number: 16A8283E53CD439B
Transaction Date: 2/3/23
Invoice ID: 98645
"
21369,Bank 789,CE01A265CA3A4BFF,7/22/24,173.0,Tanya,Robin Anderson,34AA7A59847C4141B526E83794125CAD,RobinAnderson@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 21369,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 21369 , Regards Robin Anderson ",imgs/transaction_44.jpeg,"Bank 789
Sent by: Robin Anderson
You paid $173 to Tanya
Transaction Reference Number: CE01A265CA3A4BFF
Transaction Date: 7/22/24
Invoice ID: 21369
"
93671,Bank 180,06ECF8343C254BA9,3/29/23,189.0,Tanya,Ronald Ortiz,65A0491196394EB592E2C537DB6894E1,RonaldOrtiz@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 93671,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 93671 , Regards Ronald Ortiz ",imgs/transaction_45.jpeg,"Bank 180
Sent by: Ronald Ortiz
You paid $189 to Tanya
Transaction Reference Number: 06ECF8343C254BA9
Transaction Date: 3/29/23
Invoice ID: 93671
"
41539,Bank 251,DF1462B71B8140C0,9/30/23,150.0,Tanya,Ryan Nelson,75C1B5DF284745D8981B33F181DB548D,RyanNelson@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 41539,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 41539 , Regards Ryan Nelson ",imgs/transaction_46.jpeg,"Bank 251
Sent by: Ryan Nelson
You paid $150 to Tanya
Transaction Reference Number: DF1462B71B8140C0
Transaction Date: 9/30/23
Invoice ID: 41539
"
21096,Bank 305,0DB307004ADE48A4,8/4/24,196.0,Tanya,Craig Collins,A0E7061FC66D4A49948A2C306C3D1565,CraigCollins@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 21096,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 21096 , Regards Craig Collins ",imgs/transaction_47.jpeg,"Bank 305
Sent by: Craig Collins
You paid $196 to Tanya
Transaction Reference Number: 0DB307004ADE48A4
Transaction Date: 8/4/24
Invoice ID: 21096
"
56894,Bank 714,7F17A300AE9640DA,6/27/24,119.0,Tanya,Sandy Duffy,B9863E4F797D4514898842FD8234ECF9,SandyDuffy@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 56894,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 56894 , Regards Sandy Duffy ",imgs/transaction_48.jpeg,"Bank 714
Sent by: Sandy Duffy
You paid $119 to Tanya
Transaction Reference Number: 7F17A300AE9640DA
Transaction Date: 6/27/24
Invoice ID: 56894
"
71846,Bank 143,EDA037B8508E4982,8/29/24,162.0,Tanya,Robert Wood,649D87081A9D4D53B3E10679D030E112,RobertWood@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 71846,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 71846 , Regards Robert Wood ",imgs/transaction_49.jpeg,"Bank 143
Sent by: Robert Wood
You paid $162 to Tanya
Transaction Reference Number: EDA037B8508E4982
Transaction Date: 8/29/24
Invoice ID: 71846
"
61337,Bank 389,22776E98643B4A96,10/18/24,65.0,Tanya,Mrs. Ashley Johnston,421879F19AAE4BFA939E240C16C7824E,Mrs.AshleyJohnston@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 61337,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 61337 , Regards Mrs. Ashley Johnston ",imgs/transaction_50.jpeg,"Bank 389
Sent by: Mrs. Ashley Johnston
You paid $65 to Tanya
Transaction Reference Number: 22776E98643B4A96
Transaction Date: 10/18/24
Invoice ID: 61337
"
78702,Bank 914,BDBE0248D7C64E4C,1/28/23,186.0,Tanya,Gene Nguyen,5187F16FF33D49AAB5AFC3002B357418,GeneNguyen@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 78702,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 78702 , Regards Gene Nguyen ",imgs/transaction_51.jpeg,"Bank 914
Sent by: Gene Nguyen
You paid $186 to Tanya
Transaction Reference Number: BDBE0248D7C64E4C
Transaction Date: 1/28/23
Invoice ID: 78702
"
72848,Bank 557,4FA898625BD84E34,9/29/23,158.0,Tanya,Tiffany Patton,2585A073E9F84AD08958C29752899E0E,TiffanyPatton@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 72848,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 72848 , Regards Tiffany Patton ",imgs/transaction_52.jpeg,"Bank 557
Sent by: Tiffany Patton
You paid $158 to Tanya
Transaction Reference Number: 4FA898625BD84E34
Transaction Date: 9/29/23
Invoice ID: 72848
"
68917,Bank 810,1A73B6A36C6F4E9C,12/4/24,196.0,Tanya,Adam King,3B487A641B4F4FB9B09846FA7F452AC4,AdamKing@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 68917,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 68917 , Regards Adam King ",imgs/transaction_53.jpeg,"Bank 810
Sent by: Adam King
You paid $196 to Tanya
Transaction Reference Number: 1A73B6A36C6F4E9C
Transaction Date: 12/4/24
Invoice ID: 68917
"
74876,Bank 499,65FDD6A289574956,12/11/24,11.0,Tanya,Lori Roberts,38655232DCE94CCC87C146F36385A921,LoriRoberts@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 74876,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 74876 , Regards Lori Roberts ",imgs/transaction_54.jpeg,"Bank 499
Sent by: Lori Roberts
You paid $11 to Tanya
Transaction Reference Number: 65FDD6A289574956
Transaction Date: 12/11/24
Invoice ID: 74876
"
69177,Bank 703,1FEB22FB58AF4863,4/17/23,88.0,Tanya,Steven Benson,D9872018193B4A7E89CFB71ED2E12C41,StevenBenson@example.com,tanya.official.456@gmail.com,Payment Confirmation for Invoice ID: 69177,"Hi Tanya ! Please find attached payment screenshot for Invoice ID: 69177 , Regards Steven Benson ",imgs/transaction_55.jpeg,"Bank 703
Sent by: Steven Benson
You paid $88 to Tanya
Transaction Reference Number: 1FEB22FB58AF4863
Transaction Date: 4/17/23
Invoice ID: 69177
"
